name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Melbourne,Australia",2012-07-11,14.2,10,11.6,14.2,10,11.6,7.9,78.3,0.251,100,4.17,rain,,,,37.1,353.2,1013,84.3,17.9,67.1,5.7,3,,2012-07-11T07:34:17,2012-07-11T17:17:10,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-12,13.1,9.1,11,13.1,7.6,10.7,8.7,86.2,3.493,100,8.33,rain,,,,40.7,14.8,1010.3,88,13.8,55.7,4.8,4,,2012-07-12T07:33:54,2012-07-12T17:17:49,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-13,13.1,8.1,10.4,13.1,6.4,9.9,8.9,90.7,2.741,100,12.5,rain,,,,14.8,315.1,1008.1,89.1,8.8,76,6.5,3,,2012-07-13T07:33:29,2012-07-13T17:18:29,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-14,13.1,7.9,10.5,13.1,5.5,9.7,6.5,77.1,0.53,100,12.5,rain,,,,31.3,336.3,1007.8,78.8,16.9,104,8.8,4,,2012-07-14T07:33:03,2012-07-14T17:19:10,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-15,13.7,4.8,10,13.7,1.3,8.7,5.8,75.4,1.536,100,8.33,rain,,,,35,325.6,1016.6,62.2,16.3,79.5,6.8,4,,2012-07-15T07:32:35,2012-07-15T17:19:51,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-16,16.1,9.1,12.3,16.1,5.8,12,9.2,81.8,0.215,100,8.33,rain,,,,31.3,352.7,1023.2,58.5,18.2,110.6,9.5,5,,2012-07-16T07:32:04,2012-07-16T17:20:33,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-17,15.6,9.1,12.3,15.6,5.8,12,6,67.1,0.027,100,4.17,rain,,,,36.2,355.3,1019.7,61.7,20.3,119.6,10.4,5,,2012-07-17T07:31:33,2012-07-17T17:21:16,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-18,13.1,5.4,9.2,13.1,2.4,7.4,3.9,70.5,2.247,100,8.33,rain,,,,28.6,317.3,1017.9,65.7,18.2,87.1,7.4,4,,2012-07-18T07:30:59,2012-07-18T17:22:00,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-19,13.1,2.8,8.3,13.1,0.1,6.6,3.3,72.5,0.027,100,4.17,rain,,,,25.9,335,1022.1,44.2,17.5,100.5,8.6,4,,2012-07-19T07:30:24,2012-07-19T17:22:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-20,14.7,8.1,10.9,14.7,5.1,10.2,7.8,81.9,0.284,100,8.33,rain,,,,20.4,324.9,1027.3,86.3,17.1,76.2,6.5,4,,2012-07-20T07:29:47,2012-07-20T17:23:28,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-21,14.6,4.9,10.3,14.6,2.5,9.6,7.7,84.9,0.106,100,4.17,rain,,,,16.6,307.2,1032.1,71.6,15.7,96.6,8.3,4,,2012-07-21T07:29:08,2012-07-21T17:24:14,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-22,14.1,6.1,10.3,14.1,3.7,10.1,7.7,84.9,0.027,100,4.17,rain,,,,13,263.7,1032,78.3,15.9,110.6,9.4,5,,2012-07-22T07:28:28,2012-07-22T17:24:59,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-23,15.1,2.3,8.5,15.1,-0.2,7.5,5,79.9,0.082,100,4.17,rain,,,,20.5,358.9,1029.2,60.5,14.3,121.1,10.5,5,,2012-07-23T07:27:46,2012-07-23T17:25:46,0.14,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-24,14.1,6.1,9.9,14.1,4.7,8.9,5.4,74.4,0.049,100,4.17,rain,,,,23.2,9.7,1025,88,17.2,68.8,5.9,3,,2012-07-24T07:27:02,2012-07-24T17:26:33,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-25,13.8,6.7,10.8,13.8,5.1,10.3,6.4,74.3,0,0,0,,,,,33.5,9.2,1015.6,82.7,18.8,68.8,5.8,3,,2012-07-25T07:26:17,2012-07-25T17:27:20,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95867099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-26,12.7,8,9.9,12.7,4.2,7.9,7.2,83.5,4.961,100,8.33,rain,,,,38.9,5,1008,69.2,18.1,82.9,7.2,4,,2012-07-26T07:25:30,2012-07-26T17:28:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,remote,94864099999,94870099999"
"Melbourne,Australia",2012-07-27,13.1,8.1,10.2,13.1,5.1,9,8.5,89.6,7.266,100,16.67,rain,,,,29.5,242.8,1012.6,87.1,13.5,102.8,8.8,4,,2012-07-27T07:24:41,2012-07-27T17:28:55,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-28,14.2,6.2,9.8,14.2,3,8.5,7.4,85.3,2.167,100,12.5,rain,,,,27.8,256.4,1020.5,87.5,16.4,85.9,7.4,4,,2012-07-28T07:23:51,2012-07-28T17:29:44,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-29,12.1,4.8,8.1,12.1,2,6.1,6,87.1,4.669,100,16.67,rain,,,,25,235.1,1027.1,86.4,15.1,79.1,6.8,4,,2012-07-29T07:23:00,2012-07-29T17:30:32,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-30,12.2,5.1,8.2,12.2,2.2,6.6,6,86.6,0.229,100,4.17,rain,,,,29.6,205.6,1030.3,65.7,14,106.7,9.2,4,,2012-07-30T07:22:07,2012-07-30T17:31:21,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-07-31,12.2,6.6,8.6,12.2,4.7,7.5,5.4,81.4,0.246,100,12.5,rain,,,,24.1,193,1029,78,14.3,123,10.8,5,,2012-07-31T07:21:12,2012-07-31T17:32:10,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-01,11.8,2.9,6.9,11.8,0.1,6.1,4.6,86.1,0,0,0,,,,,14.8,208.8,1025.5,45.5,14.3,125.2,10.9,5,,2012-08-01T07:20:16,2012-08-01T17:33:00,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-02,11.5,1.7,7.3,11.5,-1.7,5.1,3.9,80.3,0.138,100,4.17,rain,,,,35.3,2.4,1019.7,83.2,14.4,56.2,4.6,3,,2012-08-02T07:19:19,2012-08-02T17:33:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-03,15.1,7.1,10.5,15.1,2.9,8.8,4.8,68.3,0.472,100,12.5,rain,,,,29.5,353.7,1014.4,57.8,18.1,126.6,10.9,5,,2012-08-03T07:18:20,2012-08-03T17:34:39,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-04,15.1,7.1,11.3,15.1,3.1,10.7,4.3,63.6,0.31,100,4.17,rain,,,,27.7,325.3,1013.7,63.2,16.5,138.3,12,5,,2012-08-04T07:17:19,2012-08-04T17:35:29,0.56,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-05,15.8,7.1,10.9,15.8,3.4,9.4,4.9,67.5,1.352,100,8.33,rain,,,,46.1,319.1,1008.8,61.1,16.5,122.2,10.4,5,,2012-08-05T07:16:18,2012-08-05T17:36:20,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-06,11.5,4.1,8,11.5,0.9,5.7,3.6,74.6,0.11,100,4.17,rain,,,,35.3,275.7,1018.5,62.4,16.5,117.6,10.1,5,,2012-08-06T07:15:15,2012-08-06T17:37:10,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-07,15.1,4.8,9.6,15.1,0.5,8.2,3.6,67.8,0.076,100,4.17,rain,,,,51.8,352.9,1020.9,53,17.4,140.2,12.2,6,,2012-08-07T07:14:11,2012-08-07T17:38:00,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-08,11,8.1,9.2,11,2.5,6,4.6,73.3,6.382,100,4.17,rain,,,,61.2,356.7,1014,75.7,15.9,65.7,5.6,3,,2012-08-08T07:13:05,2012-08-08T17:38:51,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-09,10.1,7.1,8.4,10.1,2.9,5,4.6,77.6,4.168,100,8.33,rain,,,,37.1,244.6,1018.7,59.9,13.8,108.6,9.5,5,,2012-08-09T07:11:58,2012-08-09T17:39:41,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-10,12.1,8,9.6,12.1,4.2,7.9,7.8,89,6.519,100,12.5,rain,,,,33.5,215.3,1027,89.5,11.3,68,5.8,3,,2012-08-10T07:10:50,2012-08-10T17:40:32,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-11,13.1,8.1,9.7,13.1,5.1,8.4,8.5,92.6,0.574,100,12.5,rain,,,,25.9,195.9,1029.9,90.1,12.2,145.4,12.6,6,,2012-08-11T07:09:41,2012-08-11T17:41:23,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-12,13.1,6.4,9.6,13.1,4.9,8.8,7.7,88.8,0.13,100,8.33,rain,,,,22.3,194.3,1029,87.2,13.9,145.2,12.5,5,,2012-08-12T07:08:31,2012-08-12T17:42:14,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-13,15.2,2.7,8.9,15.2,-0.6,7.7,5.6,81.7,0.116,100,4.17,rain,,,,33.5,5.4,1023.6,56.4,13.2,152.5,13.1,6,,2012-08-13T07:07:19,2012-08-13T17:43:04,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-14,13.5,6.1,10.3,13.5,3.6,9.2,5.4,72.7,2.778,100,4.17,rain,,,,38.9,353.6,1016.5,78.6,17,50,4.2,2,,2012-08-14T07:06:06,2012-08-14T17:43:55,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-15,13.9,3.8,8.6,13.9,0.1,6.9,5.3,81.1,2.237,100,4.17,rain,,,,32.4,342.2,1014.1,72.6,16.7,103.1,8.9,5,,2012-08-15T07:04:53,2012-08-15T17:44:46,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-16,13.6,6.1,9.9,13.6,2.2,8.6,5.1,73.2,0.029,100,4.17,rain,,,,37.1,356.1,1008.3,67,17.2,134.9,11.9,5,,2012-08-16T07:03:38,2012-08-16T17:45:37,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-17,10,7.1,8.6,10,3.4,6.4,6.2,85,3.875,100,16.67,rain,,,,27.7,346,999.4,90.1,13.1,119.6,10.4,4,,2012-08-17T07:02:22,2012-08-17T17:46:27,0.98,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-18,11.6,8.1,9.7,11.6,4.4,7.7,7,84.3,7.896,100,12.5,rain,,,,35.3,219,1014.1,93.6,11.2,115.9,10,5,,2012-08-18T07:01:05,2012-08-18T17:47:18,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-19,12.4,7.8,9.8,12.4,5.1,8.4,4.3,69.3,0.822,100,4.17,rain,,,,22.3,301,1021.9,92.4,19,101,8.7,4,,2012-08-19T06:59:48,2012-08-19T17:48:09,0.05,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-20,12.3,7.1,9.6,12.3,2.9,7.8,5.7,77.2,0.358,100,8.33,rain,,,,40.7,1.2,1020.3,86.8,18.8,113.4,10,4,,2012-08-20T06:58:29,2012-08-20T17:49:00,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-21,15.6,6.6,11.1,15.6,2.8,9.9,3.9,62.5,0,0,0,,,,,42.5,5.4,1013.3,48,19.3,160,13.9,6,,2012-08-21T06:57:09,2012-08-21T17:49:50,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-22,19.2,11.1,15,19.2,11.1,15,5.8,55,0,0,0,,,,,51.8,1,1003.5,65.1,18.1,70.2,6,3,,2012-08-22T06:55:49,2012-08-22T17:50:41,0.16,Partially cloudy,Partly cloudy throughout the day.,wind,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-23,18.1,8.1,12.8,18.1,5.6,12.4,6.1,64.8,1.886,100,4.17,rain,,,,48.2,344.4,1000.4,51.2,17.1,156.8,13.6,6,,2012-08-23T06:54:27,2012-08-23T17:51:31,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-24,12.1,6.6,9.3,12.1,2.6,7.1,3.3,66.8,0.476,100,4.17,rain,,,,43.4,318,1008,68.1,16.6,119.7,10.4,5,,2012-08-24T06:53:05,2012-08-24T17:52:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-25,13.3,5.1,9.5,13.3,1.1,8.1,4.1,69.3,0.539,100,8.33,rain,,,,29.5,329.5,1015.9,58.6,16.7,153.1,13.3,6,,2012-08-25T06:51:42,2012-08-25T17:53:12,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-26,13.5,6.8,10.4,13.5,4.1,9.4,3.7,63.7,1.17,100,4.17,rain,,,,28.6,276.9,1020.2,74.4,15.1,153.2,13.2,6,,2012-08-26T06:50:19,2012-08-26T17:54:03,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-27,14.1,3.2,9,14.1,-0.6,7.3,2.8,66.5,0.027,100,4.17,rain,,,,35.3,352.7,1021.9,75,17.3,158.3,13.6,6,,2012-08-27T06:48:54,2012-08-27T17:54:53,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-28,16.8,7,11.8,16.8,3.4,10.5,4,60.2,0,0,0,,,,,51.8,7.4,1017.5,63.4,17.7,179.6,15.5,7,,2012-08-28T06:47:29,2012-08-28T17:55:44,0.37,Partially cloudy,Partly cloudy throughout the day.,wind,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-29,19.1,8.1,13.6,19.1,5.3,13.4,4.3,55.2,1.1,100,8.33,rain,,,,44.3,345.4,1006.8,58.9,18.1,131.8,11.2,6,,2012-08-29T06:46:03,2012-08-29T17:56:34,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-30,11.9,6.1,8.5,11.9,1.9,5.8,3.4,71.2,0.986,100,8.33,rain,,,,50,280.1,1011.8,58.3,16,88.1,7.6,4,,2012-08-30T06:44:37,2012-08-30T17:57:24,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-08-31,12.1,6,8.5,12.1,2.3,6.5,4,74.4,6.057,100,4.17,rain,,,,31.3,227.8,1019.7,68,15,189.2,16.3,7,,2012-08-31T06:43:10,2012-08-31T17:58:15,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-01,13.7,4.9,8.9,13.7,1.4,7.7,3.4,69.8,0.076,100,4.17,rain,,,,18.4,210.6,1024.9,55.4,17.1,178.3,15.4,6,,2012-09-01T06:41:42,2012-09-01T17:59:05,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-02,18.2,2.8,10.7,18.2,-0.4,9.6,4.3,66.9,0.024,100,4.17,rain,,,,33.5,3.1,1021.5,16.1,17.5,197.3,17.1,7,,2012-09-02T06:40:14,2012-09-02T17:59:55,0.55,Rain,Clear conditions throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-03,21.1,4.5,13.2,21.1,2.6,12.7,5.6,61.8,0,0,0,,,,,33.5,356,1020.1,59.4,17.4,181.4,15.7,7,,2012-09-03T06:38:45,2012-09-03T18:00:45,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-04,23.3,12.1,17.1,23.3,12.1,17.1,4.2,44.2,0,0,0,,,,,51.8,0.4,1015.1,26.6,19.4,202.5,17.4,7,,2012-09-04T06:37:16,2012-09-04T18:01:35,0.61,Partially cloudy,Partly cloudy throughout the day.,wind,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-05,19.1,13.1,15.5,19.1,13.1,15.5,2.4,42.8,0.257,100,4.17,rain,,,,51.8,351.8,1000.2,55,19.3,85.8,7.3,3,,2012-09-05T06:35:46,2012-09-05T18:02:25,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,94866099999,95866099999,94865099999,remote,94864099999,94870099999"
"Melbourne,Australia",2012-09-06,17.9,8.4,14,17.9,4.4,13.7,6.2,60.5,2.575,100,12.5,rain,,,,46.1,328.2,1001.1,60.4,17.2,166.5,14.3,6,,2012-09-06T06:34:16,2012-09-06T18:03:16,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-07,14.1,7.8,10.3,14.1,4.2,8.8,4.5,68.1,7.076,100,12.5,rain,,,,46.4,283.2,1005.3,76,14.4,141.7,12.1,6,,2012-09-07T06:32:45,2012-09-07T18:04:06,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-08,14.1,9.1,11.1,14.1,5.3,10,7.1,76.7,2.34,100,12.5,rain,,,,39.8,262,1017.2,86.9,14.8,87.4,7.6,4,,2012-09-08T06:31:14,2012-09-08T18:04:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-09,17.2,6.8,11.7,17.2,4,10.5,6.2,71.4,0.024,100,4.17,rain,,,,22.3,271.9,1024,59.4,13.3,196.3,17,7,,2012-09-09T06:29:42,2012-09-09T18:05:46,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-10,18.1,3.1,10.3,18.1,0.1,9.7,5.8,75.8,0,0,0,,,,,18.8,318,1023.3,70.5,11.2,184.9,15.9,7,,2012-09-10T06:28:11,2012-09-10T18:06:36,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-11,20.1,4.7,12.2,20.1,2.3,11.5,6.5,71,0.076,100,4.17,rain,,,,24.1,17.3,1023.2,18.9,12.9,220.8,19,8,,2012-09-11T06:26:39,2012-09-11T18:07:27,0.84,Rain,Clear conditions throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-12,20.1,9.3,14.5,20.1,6.8,14.2,6.7,62.3,2.353,100,8.33,rain,,,,44.3,351.8,1014.2,44.8,14.8,160.2,13.8,7,,2012-09-12T06:25:06,2012-09-12T18:08:17,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95867099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-13,12.2,5.5,8.9,12.2,2.7,7.1,5,77,6.317,100,12.5,rain,,,,35.3,242.9,1015,55.8,14.5,186.6,16.1,7,,2012-09-13T06:23:34,2012-09-13T18:09:07,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-14,14.1,4.4,9.9,14.1,1.1,8.8,6.1,78.2,0,0,0,,,,,29.5,297.3,1020.1,77.3,16.3,106.2,9.3,4,,2012-09-14T06:22:01,2012-09-14T18:09:58,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-15,14.4,7.6,10.8,14.4,6.4,10.5,6.5,76.4,0.322,100,8.33,rain,,,,13,222.8,1024.6,88.4,16.7,210.8,18.3,7,,2012-09-15T06:20:28,2012-09-15T18:10:48,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-16,16.1,5.9,10.9,16.1,2.6,10.1,6.9,77.9,0.347,100,8.33,rain,,,,20.5,312.3,1020.1,87.7,14.2,72.6,6.2,3,,2012-09-16T06:18:55,2012-09-16T18:11:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-17,15.2,8.1,11.6,15.2,6.4,11.4,9,85.2,1.683,100,4.17,rain,,,,20.5,187.5,1019,85.6,12.6,211,18.2,7,,2012-09-17T06:17:22,2012-09-17T18:12:29,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-18,16.1,6.1,10.5,16.1,5.2,10.1,8.7,89.4,0.873,100,12.5,rain,,,,16.6,322.8,1015.4,81.6,10.6,105.3,9.3,4,,2012-09-18T06:15:48,2012-09-18T18:13:20,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-19,17.1,9.8,12.4,17.1,8.3,12.3,9.3,82.9,0,0,0,,,,,13,226.8,1016.1,90.2,12.2,164.8,14.2,6,,2012-09-19T06:14:15,2012-09-19T18:14:11,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2012-09-20,21.1,10.1,15.4,21.1,10.1,15.4,10,72.7,0.568,100,8.33,rain,,,,33.5,12.6,1010.9,47.1,14.6,202.2,17.5,7,,2012-09-20T06:12:41,2012-09-20T18:15:02,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
